Go back to description page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAZONE,INTERMEDIATE GEOGRAPHY CODE,INTERMEDIATE GEOGRAPHY NAME,MULTI-MEMBER WARD CODE,MULTI-MEMBER WARD NAME,SCOTTISH PARLIAMENTARY CONSTITUENCY CODE,SCOTTISH PARLIAMENTARY CONSTITUENCY NAME,LOCAL AUTHORITY CODE,LOCAL AUTHORITY NAME,COMMUNITY HEALTH PARTNERSHIP CODE,COMMUNITY HEALTH PARTNERSHIP NAME,HEALTH BOARD CODE,HEALTH BOARD NAME,SIX-FOLD URBAN RURAL CLASSIFICATION 2008 CODE,SIX-FOLD URBAN RURAL CLASSIFICATION 2008,"OVERALL 
SIMD
RANK 2009 V2","VIGINTILE
(SIMD 2009 V2)","DATAZONE IN THE 15% MOST DEPRIVED?
(SIMD 2009 V2)","INCOME 
DOMAIN 
RANK 2009 V2","EMPLOYMENT 
DOMAIN
RANK 2009","HEALTH
DOMAIN
RANK 2009","EDUCATION
DOMAIN
RANK 2009","HOUSING
DOMAIN
RANK 2009","GEOGRAPHIC ACCESS
DOMAIN
RANK 2009","CRIME
DOMAIN
RANK 2009",TOTAL POPULATION (SAPE 2007),"WORKING AGE POPULATION (MEN 16-64, WOMEN 16-59)
(SAPE 2007)","NUMBER OF INCOME DEPRIVED PEOPLE
(SIMD 2009 V2)","PERCENTAGE OF INCOME DEPRIVED PEOPLE
(SIMD 2009 V2)","NUMBER OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2009)","PERCENTAGE OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2009)","OVERALL 
SIMD
RANK 2006","VIGINTILE
(SIMD 2006)",DATAZONE IN THE 15% MOST DEPRIVED? (SIMD 2006),"CURRENT INCOME 
DOMAIN 
RANK 2006","EMPLOYMENT 
DOMAIN
RANK 2006","HEALTH
DOMAIN
RANK 2006","EDUCATION, SKILLS AND TRAINING
DOMAIN
RANK 2006","HOUSING
DOMAIN
RANK 2006","GEOGRAPHIC ACCESS TO SERVICES
DOMAIN
RANK 2006","CRIME
DOMAIN
RANK 2006",TOTAL POPULATION (SAPE 2004),"WORKING AGE POPULATION (MEN 16-64, WOMEN 16-59)
(SAPE 2004)","NUMBER OF INCOME DEPRIVED PEOPLE
(SIMD 2006)","PERCENTAGE OF INCOME DEPRIVED PEOPLE
(SIMD 2006)","NUMBER OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2006)","PERCENTAGE OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2006)","OVERALL 
SIMD
RANK 2004","VIGINTILE
(SIMD 2004)","DATAZONE IN THE 15% MOST DEPRIVED?
(SIMD 2004)","CURRENT INCOME 
DOMAIN 
RANK 2004","EMPLOYMENT 
DOMAIN
RANK 2004","HEALTH
DOMAIN
RANK 2004","EDUCATION, SKILLS AND TRAINING
DOMAIN
RANK 2004","HOUSING
DOMAIN
RANK 2004","GEOGRAPHIC ACCESS AND TELECOMMUNICATIONS
DOMAIN
RANK 2004",TOTAL POPULATION (CENSUS 2001),"WORKING AGE POPULATION (MEN 16-64, WOMEN 16-59)
(CENSUS 2001)","NUMBER OF INCOME DEPRIVED PEOPLE
(SIMD 2004)","PERCENTAGE OF INCOME DEPRIVED PEOPLE
(SIMD 2004)","NUMBER OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2004)","PERCENTAGE OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2004)"
S01000044,S02000008,Aberdeen City - Garthdee,111,Aberdeen City - Airyhall/Broomhill/Garthdee,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,1347,5,No,1692,1361,736,1299,1582,4880,1060,855,511,175,21.0,95,18.0,1099,4,No,1256,834,1328,885,1582,4152,2330,864,463,196,22.7,112,24.2,1572,5,No,1406,1866,1821,1069,1582,4124,951,519,217,22.8,93,17.9
S01000045,S02000009,"Aberdeen City - Braeside, Mannofield, Broomhill and Seafield South",111,Aberdeen City - Airyhall/Broomhill/Garthdee,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,6311,20,No,6204,6419,6117,6161,5936,2073,6427,550,309,10,2.0,5,2.0,6161,19,No,6411,6378,5743,5990,5936,1383,6097,561,310,7,1.2,7,2.3,6297,20,No,6419,6344,5458,5267,5936,2634,581,336,5,0.9,8,2.4
S01000046,S02000009,"Aberdeen City - Braeside, Mannofield, Broomhill and Seafield South",111,Aberdeen City - Airyhall/Broomhill/Garthdee,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,6339,20,No,6491,6485,5464,6454,6414,2123,6136,736,401,5,1.0,5,1.0,6202,20,No,6414,6445,5461,6417,6414,1517,5319,735,395,9,1.2,7,1.8,6439,20,No,6367,6425,5939,6084,6414,2937,768,422,8,1,8,1.9
S01000047,S02000010,Aberdeen City - Ferryhill South,111,Aberdeen City - Airyhall/Broomhill/Garthdee,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,3571,11,No,3644,2909,2667,3971,1152,5149,2994,728,473,80,11.0,50,11.0,2896,9,No,2891,2153,2698,2885,1152,4873,4732,728,454,93,12.8,70,15.4,3020,10,No,3108.5,3027,2094,3062,1152,4902,759,434,93,12.3,54,12.4
S01000048,S02000009,"Aberdeen City - Braeside, Mannofield, Broomhill and Seafield South",111,Aberdeen City - Airyhall/Broomhill/Garthdee,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,6335,20,No,6472,6292,5903,6390,5608,2825,3807,904,593,10,1.0,15,2.0,6360,20,No,6393,6304,5404,6438,5608,2727,4773,894,577,12,1.3,15,2.6,6460,20,No,6079,6376,5680,6136,5608,4685,925,587,18,1.9,13,2.2
S01000049,S02000009,"Aberdeen City - Braeside, Mannofield, Broomhill and Seafield South",111,Aberdeen City - Airyhall/Broomhill/Garthdee,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,6308,20,No,5840,6454,5211,6481,6105,3011,6004,764,423,25,4.0,5,1.0,6125,19,No,5116,6398,5279,6453,6105,3024,5035,740,420,35,4.7,9,2.1,6312,20,No,5273.5,6073,5476,6284,6105,4423,764,429,32,4.2,15,3.5
S01000050,S02000011,"Aberdeen City - Braeside, Mannofield, Broomhill and Seafield East",111,Aberdeen City - Airyhall/Broomhill/Garthdee,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,5841,18,No,5245,5526,4221,6258,5723,4315,4491,685,390,35,5.0,20,4.0,6139,19,No,5806.5,5507,4773,6074,5723,4458,4776,646,398,19,2.9,19,4.8,5192,16,No,4401,4624.5,3367,6117,5723,4981,618,367,44,7.1,27,7.4
S01000051,S02000013,"Aberdeen City - Braeside, Mannofield, Broomhill and Seafield North",111,Aberdeen City - Airyhall/Broomhill/Garthdee,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,6032,19,No,5973,6224,6031,6169,6210,1338,6266,794,413,25,3.0,10,2.0,5896,19,No,6262.5,5744,5894,6268,6210,1012,6155,782,399,14,1.8,17,4.3,5988,19,No,6407,5679.5,4892,5588,6210,1967,788,391,7,0.9,18,4.6
S01000052,S02000012,Aberdeen City - Torry West,112,Aberdeen City - Torry/Ferryhill,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,813,3,Yes,1066,970,402,612,1457,3746,1780,603,364,160,27.0,80,21.0,910,3,Yes,1328.5,845,672,845,1457,3096,999,618,369,136,22.0,89,24.1,988,4,No,1347,1389,738,377,1457,3326,677,404,158,23.3,85,21
S01000053,S02000010,Aberdeen City - Ferryhill South,112,Aberdeen City - Torry/Ferryhill,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,5408,17,No,4712,6057,3410,5442,4248,4410,3353,993,627,70,7.0,20,3.0,5299,17,No,4184,5950,3314,5620,4248,3992,5424,1012,644,78,7.7,24,3.7,5299,17,No,4052,5972,3423,4882,4248,5746,1065,663,89,8.4,25,3.8
S01000054,S02000009,"Aberdeen City - Braeside, Mannofield, Broomhill and Seafield South",111,Aberdeen City - Airyhall/Broomhill/Garthdee,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,6020,19,No,5734,6352,4378,6089,6122,2763,4872,749,361,30,4.0,5,2.0,5987,19,No,5449,6231,4995,5973,6122,2296,5193,800,394,31,3.9,11,2.8,6294,20,No,5548,6251,4707,5671,6122,4872,777,358,26,3.3,10,2.8
S01000055,S02000012,Aberdeen City - Torry West,112,Aberdeen City - Torry/Ferryhill,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,790,3,Yes,582,1111,486,1251,1794,5108,585,743,428,240,33.0,80,20.0,610,2,Yes,664,631.5,279,1228,1794,4264,836,703,420,206,29.3,110,26.2,1119,4,No,880,1380,959,1195,1794,4324,754,460,215,28.5,97,21.1
S01000056,S02000007,"Aberdeen City - Cults, Bieldside and Milltimber West",109,Aberdeen City - Lower Deeside,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,5789,18,No,6212,5857,5998,6302,5969,870,6060,1033,622,20,2.0,20,3.0,5637,18,No,5470,5993,6050,6442,5969,905,5092,1053,640,40,3.8,23,3.6,5920,19,No,5962,6270,6428,6154,5969,863,1049,629,24,2.3,17,2.7
S01000057,S02000015,Aberdeen City - Torry East,112,Aberdeen City - Torry/Ferryhill,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,675,3,Yes,612,1139,445,712,1079,3951,347,674,421,220,32.0,85,20.0,825,3,Yes,786,1136.5,437,1234,1079,4376,537,672,420,186,27.7,91,21.7,1042,4,No,955,1438,791,912,1079,4354,700,420,193,27.6,87,20.7
S01000058,S02000011,"Aberdeen City - Braeside, Mannofield, Broomhill and Seafield East",111,Aberdeen City - Airyhall/Broomhill/Garthdee,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,6416,20,No,6162,6393,5711,6446,6266,3957,4307,713,448,20,3.0,10,2.0,6437,20,No,6385,6130,5615,6393,6266,4179,3995,662,413,9,1.4,13,3.1,6494,20,No,6314,6200,5348,6443,6266,5853,710,428,9,1.3,13,3
S01000059,S02000010,Aberdeen City - Ferryhill South,112,Aberdeen City - Torry/Ferryhill,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,6324,20,No,6106,5982,5452,6071,5960,4662,3856,794,550,25,3.0,20,3.0,6088,19,No,5361,5431,5490,6317,5960,4460,3997,735,506,30,4.1,25,4.9,6046,19,No,5292.5,5449,5033,5603,5960,4551,806,558,33,4.1,29,5.2
S01000060,S02000015,Aberdeen City - Torry East,112,Aberdeen City - Torry/Ferryhill,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,249,1,Yes,305,250,113,958,1676,2281,484,537,326,205,38.0,95,30.0,136,1,Yes,234,73,75,590,1676,3094,1111,518,320,202,39.0,127,39.7,394,2,Yes,259,463,522,672,1676,3375,577,370,242,41.9,111,30
S01000061,S02000013,"Aberdeen City - Braeside, Mannofield, Broomhill and Seafield North",110,Aberdeen City - Hazlehead/Ashley/Queens Cross,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,6168,19,No,6395,6295,6056,6153,6273,1532,5462,1027,597,20,2.0,10,2.0,6105,19,No,6183,6241,5908,6284,6273,1523,4692,994,543,20,2.0,15,2.8,6231,20,No,6396.5,6332,5887,6211,6273,1460,963,536,9,0.9,13,2.4
S01000062,S02000011,"Aberdeen City - Braeside, Mannofield, Broomhill and Seafield East",111,Aberdeen City - Airyhall/Broomhill/Garthdee,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,6363,20,No,6054,6132,5697,5719,1799,5323,5743,929,711,25,3.0,20,3.0,6440,20,No,5965.5,6329,6057,6032,1799,5312,5023,902,688,23,2.5,17,2.5,6355,20,No,6133,6179,5634,5935,1799,6081,991,767,18,1.8,24,3.1
S01000063,S02000011,"Aberdeen City - Braeside, Mannofield, Broomhill and Seafield East",111,Aberdeen City - Airyhall/Broomhill/Garthdee,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,6323,20,No,5628,6408,5074,6366,5102,5381,3626,908,529,35,4.0,5,2.0,6407,20,No,5623,6229.5,5286,6150,5102,5512,5127,948,572,32,3.4,16,2.8,6463,20,No,5576,6328,5948,6299,5102,6095,983,614,32,3.3,15,2.4
S01000064,S02000012,Aberdeen City - Torry West,112,Aberdeen City - Torry/Ferryhill,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,3631,12,No,3699,3689,2405,3441,2056.5,6107,1037,632,425,70,11.0,35,9.0,3075,10,No,2823,2822,2363,3255,2056.5,5962,1873,641,409,84,13.1,51,12.5,3735,12,No,3576,4140,2875,2497,2056.5,4751,648,407,67,10.3,35,8.6
S01000065,S02000010,Aberdeen City - Ferryhill South,112,Aberdeen City - Torry/Ferryhill,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,5050,16,No,4976,4050,3944,5262,2087,4933,4476,900,662,55,6.0,50,8.0,5245,17,No,4908,4163,4638,5707,2087,5101,4363,896,681,48,5.4,55,8.1,5283,17,No,5200,4766,3608,5615,2087,5674,953,749,42,4.4,52,6.9
S01000066,S02000012,Aberdeen City - Torry West,112,Aberdeen City - Torry/Ferryhill,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,1873,6,No,2856,1800,965,2947,553,6280,102,767,592,110,15.0,95,16.0,1802,6,No,2880.5,1717,692,3317,553,5811,207,740,569,95,12.8,101,17.8,2325,8,No,2969,2723,887,2298,553,6174,800,627,103,12.9,86,13.7
S01000067,S02000013,"Aberdeen City - Braeside, Mannofield, Broomhill and Seafield North",111,Aberdeen City - Airyhall/Broomhill/Garthdee,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,5955,19,No,5497,5320,5287,5099,5301,4290,6201,1012,575,45,5.0,25,5.0,5670,18,No,5289,5064,4887,6145,5301,2751,5567,888,503,38,4.3,29,5.8,6145,19,No,5370,5489,4784,5794,5301,5738,897,510,35,3.9,26,5.1
S01000068,S02000010,Aberdeen City - Ferryhill South,112,Aberdeen City - Torry/Ferryhill,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,6239,20,No,5855,6111,4517,6326,4701.5,4894,4379,832,475,30,3.0,15,3.0,6097,19,No,5387,5671,4540,6234,4701.5,5170,4725,770,429,31,4.0,19,4.4,6252,20,No,5623,6064.5,4604,6006,4701.5,4959,862,511,27,3.1,18,3.5
S01000069,S02000012,Aberdeen City - Torry West,112,Aberdeen City - Torry/Ferryhill,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,934,3,Yes,1339,667,740,1090,940,6195,563,657,384,155,24.0,90,23.0,1191,4,No,1101,953,1113,2165,940,6020,709,660,385,160,24.2,89,23.1,1325,5,No,1306,1467.5,1040,1321,940,5259,684,399,162,23.7,82,20.6
S01000070,S02000015,Aberdeen City - Torry East,112,Aberdeen City - Torry/Ferryhill,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,1962,7,No,1964,2074,2025,1936,1795,4041,744,632,371,120,19.0,50,14.0,1654,6,No,1704,1307,1443,2029,1795,4526,2354,637,393,123,19.3,80,20.4,1585,5,No,1377,2262.5,2209,499,1795,5241,646,399,149,23.1,63,15.8
S01000071,S02000015,Aberdeen City - Torry East,112,Aberdeen City - Torry/Ferryhill,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,800,3,Yes,798,1070,627,772,1221,5192,335,664,444,195,30.0,90,20.0,632,2,Yes,405,791,540,1482,1221,5255,550,668,443,229,34.3,109,24.6,902,3,Yes,604,1641,599,810,1221,5490,740,474,243,32.8,91,19.2
S01000072,S02000014,Aberdeen City - Hazlehead,110,Aberdeen City - Hazlehead/Ashley/Queens Cross,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,4053,13,No,4350,4174,3760,5230,4797,1079,1611,862,501,70,8.0,35,7.0,3942,13,No,3634,4582,3575,5783,4797,1047,1838,798,447,78,9.8,31,6.9,4621,15,No,4347,5233,3651,6278,4797,935,832,453,61,7.3,26,5.7
S01000073,S02000013,"Aberdeen City - Braeside, Mannofield, Broomhill and Seafield North",110,Aberdeen City - Hazlehead/Ashley/Queens Cross,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,6359,20,No,6227,5625,5879,6125,6272,4386,5035,577,334,15,2.0,10,4.0,6334,20,No,5899,5982,6105,6311,6272,2888,5791,589,331,16,2.7,12,3.6,6301,20,No,6023,5427.5,5844,5997,6272,3849,619,361,13,2.1,19,5.3
S01000074,S02000015,Aberdeen City - Torry East,112,Aberdeen City - Torry/Ferryhill,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,388,2,Yes,306,548,355,781,1198.5,1645,835,790,454,305,38.0,115,25.0,392,2,Yes,406,417,239,939,1198.5,2189,1058,715,422,245,34.3,123,29.1,520,2,Yes,436,880,525,452,1198.5,2093,763,453,281,36.8,114,25.2
S01000075,S02000016,Aberdeen City - Ferryhill North,112,Aberdeen City - Torry/Ferryhill,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,5588,18,No,5493,5830,5340,2835,2310,6066,3948,504,347,25,5.0,10,4.0,5358,17,No,5096,4958.5,5120,3310,2310,6151,4413,501,350,24,4.8,21,6.0,5784,18,No,5453,6122,4113,4290,2310,6197,547,392,20,3.7,13,3.3
S01000076,S02000014,Aberdeen City - Hazlehead,110,Aberdeen City - Hazlehead/Ashley/Queens Cross,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,6233,20,No,6490,6482,6424,6485,6418,1335,5241,731,366,5,1.0,5,1.0,6199,20,No,6437,6216,6345,6490,6418,1208,5989,747,389,8,1.1,11,2.8,5979,19,No,6500,6242,5713,6406,6418,811,770,421,,,12,2.9
S01000077,S02000017,Aberdeen City - West End South,110,Aberdeen City - Hazlehead/Ashley/Queens Cross,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,6025,19,No,5750,4917,5189,6165,4738,4682,5281,891,613,35,4.0,30,5.0,5667,18,No,4816,4306,5884,6154,4738,4922,5050,853,586,48,5.6,45,7.7,6424,20,No,5535,6166,5447,6376,4738,6056,917,631,31,3.4,20,3.2
S01000078,S02000012,Aberdeen City - Torry West,112,Aberdeen City - Torry/Ferryhill,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,1595,5,No,2631,1371,544,2500,348,6448,591,742,595,115,16.0,110,18.0,1438,5,No,1689,1009,898,2881,348,6363,1250,701,559,136,19.4,127,22.7,1880,6,No,1952,2104,1338,2086,348,6488,817,680,151,18.5,113,16.6
S01000079,S02000016,Aberdeen City - Ferryhill North,112,Aberdeen City - Torry/Ferryhill,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,6113,19,No,5899,6400,4062,5984,2448,5311,3295,1074,868,35,3.0,15,2.0,5555,18,No,5317,5622,3415,5780,2448,5501,2673,928,728,39,4.2,33,4.5,6124,19,No,5333.5,6272,4259,6249,2448,5886,952,743,38,4,20,2.7
S01000080,S02000011,"Aberdeen City - Braeside, Mannofield, Broomhill and Seafield East",111,Aberdeen City - Airyhall/Broomhill/Garthdee,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,5603,18,No,5188,5525,4735,5157,1314,6019,2540,790,609,45,5.0,25,4.0,5346,17,No,4963,5196,4321,5436,1314,5946,1992,884,710,46,5.2,39,5.5,5631,18,No,5335,5743,3919,5441,1314,6351,927,746,37,4,33,4.4
S01000081,S02000017,Aberdeen City - West End South,110,Aberdeen City - Hazlehead/Ashley/Queens Cross,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,6444,20,No,6419,6293,5876,6445,5842.5,3587,5026,906,549,15,1.0,10,2.0,6442,20,No,6328,6270,5607,6475,5842.5,3432,5345,884,524,14,1.6,14,2.7,6484,20,No,6204,6391,5996,6429,5842.5,4470,924,567,15,1.6,12,2.1
S01000082,S02000015,Aberdeen City - Torry East,112,Aberdeen City - Torry/Ferryhill,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,1340,5,No,1618,1909,816,1465,1504,2341,389,928,569,200,21.0,85,15.0,1392,5,No,1217,1849,1030,1843,1504,3204,671,893,534,206,23.1,91,17.0,1542,5,No,1329,1939,1317,1563,1504,3245,954,556,224,23.5,97,17.4
S01000083,S02000017,Aberdeen City - West End South,110,Aberdeen City - Hazlehead/Ashley/Queens Cross,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,6374,20,No,6373,5884,5819,6232,3021,5535,3199,762,512,15,2.0,15,3.0,6435,20,No,6190,6006,6138,6122,3021,5666,3586,752,507,15,2.0,18,3.6,6347,20,No,5888,6395,4537,6023,3021,6334,757,523,19,2.5,11,2.1
S01000084,S02000012,Aberdeen City - Torry West,112,Aberdeen City - Torry/Ferryhill,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,1029,4,No,1781,1211,220,2032,638,6105,35,631,494,130,20.0,95,19.0,1094,4,No,1522,1113,362,2491,638,6199,133,639,517,131,20.5,113,21.9,1672,6,No,2344,1947,374,2319,638,6392,748,603,121,16.2,105,17.4
S01000085,S02000016,Aberdeen City - Ferryhill North,112,Aberdeen City - Torry/Ferryhill,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,4398,14,No,4763,4671,3088,2997,398,6315,2049,583,504,40,7.0,30,6.0,4445,14,No,3821,4293,3277,5292,398,6214,2649,555,480,50,9.0,37,7.7,3984,13,No,4257,4461,2950,3139,398,6295,612,544,47,7.7,42,7.7
S01000086,S02000016,Aberdeen City - Ferryhill North,112,Aberdeen City - Torry/Ferryhill,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,6153,19,No,5710,6103,4353,5903,3489,6044,3623,711,508,30,4.0,15,3.0,5996,19,No,5084,5939.5,4205,5900,3489,6204,3659,706,508,34,4.8,19,3.7,5956,19,No,4953,5965,3806,6228,3489,6283,745,549,39,5.2,21,3.8
S01000087,S02000013,"Aberdeen City - Braeside, Mannofield, Broomhill and Seafield North",110,Aberdeen City - Hazlehead/Ashley/Queens Cross,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,6368,20,No,6413,6256,5878,6244,5647,4278,2535,883,603,10,1.0,15,2.0,6103,19,No,6003.5,6143,5446,5627,5647,2929,3398,648,418,16,2.5,13,3.1,6227,20,No,5564.5,6267,5843,6082,5647,2640,820,552,27,3.3,15,2.7
S01000088,S02000016,Aberdeen City - Ferryhill North,112,Aberdeen City - Torry/Ferryhill,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,6063,19,No,5276,5775,5305,5094,3358,5942,4991,774,638,40,5.0,25,4.0,5465,17,No,4215,5888,4706,4169,3358,5936,4254,699,565,53,7.6,22,3.9,5234,17,No,4075,5502,4468,4265,3358,6018,639,533,53,8.3,27,5.1
S01000089,S02000014,Aberdeen City - Hazlehead,110,Aberdeen City - Hazlehead/Ashley/Queens Cross,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,6380,20,No,6412,6470,6273,6497,6259,2167,5336,948,488,15,1.0,5,1.0,6210,20,No,5970,6282,5654,6482,6259,1826,6052,945,493,24,2.5,13,2.6,5921,19,No,5686,6299,5764,6366,6259,1104,1003,545,30,3,14,2.6
S01000090,S02000017,Aberdeen City - West End South,110,Aberdeen City - Hazlehead/Ashley/Queens Cross,1,Aberdeen Central,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,6325,20,No,5969,6107,5648,6393,2594.5,4965,3799,697,511,20,3.0,15,3.0,6285,20,No,5934,6299.5,5961,6301,2594.5,4367,2518,758,576,20,2.6,15,2.6,6234,20,No,5287,6291,4761,6391,2594.5,6116,800,613,33,4.1,16,2.6
S01000091,S02000017,Aberdeen City - West End South,110,Aberdeen City - Hazlehead/Ashley/Queens Cross,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,4604,15,No,4501,4205,3053,4307,776,5833,4095,1067,844,85,8.0,60,7.0,4392,14,No,3783.5,4006,3457,4404,776,5773,4384,986,788,90,9.1,67,8.5,4147,13,No,4115,3949,3142,4297,776,6218,994,811,81,8.1,75,9.2
S01000092,S02000017,Aberdeen City - West End South,110,Aberdeen City - Hazlehead/Ashley/Queens Cross,3,Aberdeen South,100,Aberdeen City,S03000012,Aberdeen City Community Health Partnership,S08000006,Grampian,1,Large Urban Areas,5975,19,No,5805,5878,5889,5900,920,6244,1353,790,662,30,4.0,25,3.0,5794,18,No,5445,5941,5695,4645,920,6179,1870,747,642,29,3.9,24,3.7,5602,18,No,5566,6043,4119,4592,920,6429,851,753,28,3.3,27,3.6
